,Open,High,Low,Close,Volume,Name,is_weekend
2006-01-28,216.75666666666666,218.5066666666667,214.03666666666666,215.84666666666666,10752488.820674066,,1
2006-01-29,215.79333333333335,217.68333333333334,213.37333333333333,214.73333333333335,9922347.247102618,,1
2006-01-30,214.83,216.86,212.71,213.62,8596167.0,GOOGL,0
2006-01-31,215.5,220.02,212.2,216.55,22449604.0,GOOGL,0
2006-02-01,194.71,201.2,193.95,201.09,27132792.0,GOOGL,0
2006-02-02,202.11,203.45,198.19,198.22,11810931.0,GOOGL,0
2006-02-03,197.01,197.15,186.47,190.97,18286547.0,GOOGL,0
2006-02-04,195.62333333333333,196.48,187.63666666666666,191.56,17401864.026405998,,1
2006-02-05,194.23666666666665,195.81,188.80333333333334,192.15,14350798.828135274,,1
2006-02-06,192.85,195.14,189.97,192.74,8948485.0,GOOGL,0
2006-02-07,191.69,192.04,181.85,184.14,16640139.0,GOOGL,0
2006-02-08,184.42,185.53,177.51,184.72,20818364.0,GOOGL,0
2006-02-09,185.79,187.39,178.23,179.56,11913420.0,GOOGL,0
2006-02-10,181.16,182.43,176.75,181.49,15223458.0,GOOGL,0
2006-02-11,178.60333333333332,180.11333333333334,174.87333333333333,178.66666666666669,13082544.795360003,,1
2006-02-12,176.04666666666668,177.79666666666665,172.99666666666667,175.84333333333333,13560969.588800244,,1
2006-02-13,173.49,175.48,171.12,173.02,19724806.0,GOOGL,0
2006-02-14,172.84,176.02,171.37,171.83,14658822.0,GOOGL,0
2006-02-15,170.81,173.17,169.08,171.36,12950205.0,GOOGL,0
2006-02-16,173.01,183.68,172.42,183.41,21346655.0,GOOGL,0
2006-02-17,185.11,186.26,181.99,184.56,14320187.0,GOOGL,0
2006-02-18,184.6825,186.435,182.1775,184.29,14251592.031822206,,1
2006-02-19,184.255,186.61,182.365,184.01999999999998,13141740.25148268,,1
2006-02-20,183.82750000000001,186.785,182.5525,183.75,11940363.251799237,,0
2006-02-21,183.4,186.96,182.74,183.48,8690747.0,GOOGL,0
2006-02-22,183.76,184.66,182.11,182.93,6480739.0,GOOGL,0
2006-02-23,182.99,190.81,182.88,189.22,12555816.0,GOOGL,0
2006-02-24,188.84,190.23,186.93,188.89,6486245.0,GOOGL,0
2006-02-25,189.50333333333333,192.17,188.06333333333333,191.0533333333333,9291502.843795858,,1
2006-02-26,190.16666666666669,194.11,189.1966666666667,193.21666666666667,10171214.379470414,,1
2006-02-27,190.83,196.05,190.33,195.38,10218579.0,GOOGL,0
2006-02-28,196.8,198.97,169.42,181.49,39446833.0,GOOGL,0
2006-03-01,184.46,184.91,180.83,182.58,12065342.0,GOOGL,0
2006-03-02,182.32,190.74,181.28,188.41,18340198.0,GOOGL,0
2006-03-03,192.34,193.81,188.07,189.28,11965401.0,GOOGL,0
2006-03-04,191.77666666666667,193.17,186.63,187.59666666666666,11357306.397539726,,1
2006-03-05,191.21333333333334,192.53,185.19,185.91333333333333,10656737.054794166,,1
2006-03-06,190.65,191.89,183.75,184.23,8944987.0,GOOGL,0
2006-03-07,182.69,184.41,179.25,182.41,10458838.0,GOOGL,0
2006-03-08,177.14,180.2,175.45,177.12,11789648.0,GOOGL,0
2006-03-09,177.87,179.44,170.92,171.67,13930023.0,GOOGL,0
2006-03-10,171.92,172.42,165.94,168.92,19335603.0,GOOGL,0
2006-03-11,171.4933333333333,172.68666666666667,166.59,168.84666666666666,16127600.337582797,,1
2006-03-12,171.06666666666666,172.95333333333332,167.23999999999998,168.7733333333333,14803408.832976917,,1
2006-03-13,170.64,173.22,167.89,168.7,13647636.0,GOOGL,0
2006-03-14,168.74,176.36,166.48,175.76,18462895.0,GOOGL,0
2006-03-15,175.56,176.33,170.44,172.42,12772794.0,GOOGL,0
2006-03-16,174.48,174.55,169.12,169.55,10021478.0,GOOGL,0
2006-03-17,169.57,171.06,167.63,170.06,8558663.0,GOOGL,0
2006-03-18,170.16,172.44666666666666,168.73333333333332,171.46333333333334,9500425.060614508,,1
2006-03-19,170.75,173.83333333333334,169.83666666666667,172.86666666666667,9442423.011143282,,1
2006-03-20,171.34,175.22,170.94,174.27,10415814.0,GOOGL,0
2006-03-21,175.18,176.01,169.71,170.13,9858099.0,GOOGL,0
2006-03-22,170.04,172.22,168.92,170.28,7600389.0,GOOGL,0
2006-03-23,171.35,173.05,170.27,171.12,7784834.0,GOOGL,0
2006-03-24,184.49,185.23,181.44,183.08,15182162.0,GOOGL,0
2006-03-25,184.23666666666668,185.5,181.85333333333332,183.73000000000002,14165679.001544913,,1
2006-03-26,183.98333333333332,185.76999999999998,182.26666666666668,184.38,12093322.405381586,,1
2006-03-27,183.73,186.04,182.68,185.03,7026402.0,GOOGL,0
2006-03-28,186.04,189.12,185.77,188.79,8952532.0,GOOGL,0
2006-03-29,190.16,199.7,189.94,197.69,19345086.0,GOOGL,0
2006-03-30,194.79,196.95,192.0,194.41,14723626.0,GOOGL,0
2006-03-31,194.56,196.13,192.21,195.19,36514857.0,GOOGL,0
2006-04-01,194.69333333333333,196.23,192.86,195.14,27280906.33196319,,1
2006-04-02,194.82666666666668,196.33,193.51,195.09,20446114.280977525,,1
2006-04-03,194.96,196.43,194.16,195.04,8129930.0,GOOGL,0
2006-04-04,195.14,202.65,194.26,202.37,15725137.0,GOOGL,0
2006-04-05,204.31,207.49,201.61,204.2,13454976.0,GOOGL,0
2006-04-06,203.45,207.15,202.92,205.8,8599983.0,GOOGL,0
2006-04-07,206.41,206.63,202.21,203.28,7027980.0,GOOGL,0
2006-04-08,205.52,207.35,202.41666666666669,204.98666666666668,7173246.986992963,,1
2006-04-09,204.63,208.07,202.62333333333333,206.69333333333333,5796677.59141946,,1
2006-04-10,203.74,208.79,202.83,208.4,9325308.0,GOOGL,0
2006-04-11,208.42,209.76,203.31,205.03,11112419.0,GOOGL,0
2006-04-12,204.7,205.87,202.8,204.68,6021169.0,GOOGL,0
2006-04-13,204.52,205.08,200.45,201.28,6554861.0,GOOGL,0
2006-04-14,203.8725,205.425,200.4925,201.8625,18368443.406434827,,0
2006-04-15,203.22500000000002,205.77,200.535,202.445,7556721.4262567535,,1
2006-04-16,202.57750000000001,206.115,200.5775,203.0275,6491319.58390983,,1
2006-04-17,201.93,206.46,200.62,203.61,8261422.0,GOOGL,0
2006-04-18,204.17,205.12,200.95,202.32,8154780.0,GOOGL,0
2006-04-19,206.49,207.03,203.57,205.46,6786151.0,GOOGL,0
2006-04-20,205.71,208.21,204.3,207.71,12458412.0,GOOGL,0
2006-04-21,224.67,225.59,218.3,218.77,22559250.0,GOOGL,0
2006-04-22,223.08666666666664,224.58333333333334,218.36,219.33666666666667,17980612.07085868,,1
2006-04-23,221.50333333333333,223.57666666666665,218.42,219.90333333333334,15031070.064731516,,1
2006-04-24,219.92,222.57,218.48,220.47,8840100.0,GOOGL,0
2006-04-25,220.03,220.74,213.21,213.79,9569567.0,GOOGL,0
2006-04-26,214.08,215.24,211.98,213.2,7282287.0,GOOGL,0
2006-04-27,211.67,213.67,209.9,210.23,8359256.0,GOOGL,0
2006-04-28,209.52,213.08,208.36,209.18,7425666.0,GOOGL,0
2006-04-29,209.49333333333334,212.03,205.39666666666668,206.00333333333333,7786904.752741633,,1
2006-04-30,209.46666666666667,210.98000000000002,202.43333333333334,202.82666666666668,7803758.127088807,,1
2006-05-01,209.44,209.93,199.47,199.65,10367637.0,GOOGL,0
2006-05-02,200.74,201.45,194.39,197.6,13108333.0,GOOGL,0
2006-05-03,198.37,200.95,195.64,197.28,8075850.0,GOOGL,0
2006-05-04,197.71,199.63,196.3,197.57,4653255.0,GOOGL,0
2006-05-05,199.0,200.54,196.09,197.35,6069528.0,GOOGL,0
2006-05-06,198.58333333333334,199.94666666666666,195.8,197.43,7265786.030014873,,1
2006-05-07,198.16666666666666,199.35333333333332,195.51,197.51,6491410.0127507225,,1
2006-05-08,197.75,198.76,195.22,197.59,5129461.0,GOOGL,0
2006-05-09,198.04,204.7,197.07,204.6,9143664.0,GOOGL,0
2006-05-10,204.36,206.06,201.13,201.69,6211308.0,GOOGL,0
2006-05-11,201.91,202.56,192.68,193.69,8898884.0,GOOGL,0
2006-05-12,191.96,192.63,186.96,187.25,10156524.0,GOOGL,0
2006-05-13,190.69,191.84333333333333,186.07666666666668,187.59666666666666,9341408.117414877,,1
2006-05-14,189.42000000000002,191.05666666666667,185.19333333333333,187.94333333333333,9094163.88805497,,1
2006-05-15,188.15,190.27,184.31,188.29,8594484.0,GOOGL,0
2006-05-16,188.18,188.62,185.13,185.84,5317198.0,GOOGL,0
2006-05-17,185.49,190.11,185.3,187.44,10664908.0,GOOGL,0
2006-05-18,189.58,191.1,185.54,185.68,5835892.0,GOOGL,0
2006-05-19,186.83,187.44,180.47,185.2,11399560.0,GOOGL,0
2006-05-20,185.92333333333335,187.19333333333333,181.25,185.35333333333332,9908095.066827105,,1
2006-05-21,185.01666666666668,186.94666666666666,182.03,185.50666666666666,9112857.117046347,,1
2006-05-22,184.11,186.7,182.81,185.66,8605568.0,GOOGL,0
2006-05-23,187.29,192.13,186.97,187.98,8985421.0,GOOGL,0
2006-05-24,188.86,191.91,185.99,190.82,9556510.0,GOOGL,0
2006-05-25,189.73,191.69,186.34,191.69,8198046.0,GOOGL,0
2006-05-26,192.47,193.13,190.21,190.87,3667717.0,GOOGL,0
2006-05-27,191.685,192.51999999999998,189.135,189.6925,5282760.0965306675,,1
2006-05-28,190.9,191.91,188.06,188.515,5213556.622463236,,1
2006-05-29,190.115,191.3,186.985,187.3375,5074379.709433764,,0
2006-05-30,189.33,190.69,185.91,186.16,4315930.0,GOOGL,0
2006-05-31,187.09,189.31,183.57,186.1,7982732.0,GOOGL,0
2006-06-01,186.96,191.69,185.99,191.5,6280223.0,GOOGL,0
2006-06-02,192.92,193.73,188.91,189.91,6386442.0,GOOGL,0
2006-06-03,191.37333333333333,192.79333333333332,188.35999999999999,189.07666666666665,6382550.30910847,,1
2006-06-04,189.82666666666665,191.85666666666665,187.81,188.24333333333334,6075072.49985054,,1
2006-06-05,188.28,190.92,187.26,187.41,5559992.0,GOOGL,0
2006-06-06,188.48,195.2,188.34,195.19,10263036.0,GOOGL,0
2006-06-07,196.82,197.63,193.44,193.45,8912579.0,GOOGL,0
2006-06-08,194.07,197.33,189.48,196.85,10360552.0,GOOGL,0
2006-06-09,196.29,197.91,192.87,193.48,6159365.0,GOOGL,0
2006-06-10,195.64666666666668,197.08666666666667,192.14333333333335,192.64,5705479.884621491,,1
2006-06-11,195.00333333333333,196.26333333333332,191.41666666666666,191.8,5448190.742904953,,1
2006-06-12,194.36,195.44,190.69,190.96,5021083.0,GOOGL,0
2006-06-13,190.64,193.69,189.25,193.46,7662124.0,GOOGL,0
2006-06-14,195.11,195.75,189.45,192.39,7773360.0,GOOGL,0
2006-06-15,193.5,196.32,191.69,195.7,6788401.0,GOOGL,0
2006-06-16,194.74,195.66,194.19,195.55,5306979.0,GOOGL,0
2006-06-17,195.03333333333333,196.30666666666667,194.02,195.12,5310004.642011789,,1
2006-06-18,195.32666666666668,196.95333333333332,193.85,194.69,5716945.10872983,,1
2006-06-19,195.62,197.6,193.68,194.26,7634692.0,GOOGL,0
2006-06-20,194.21,196.13,193.45,193.78,4045219.0,GOOGL,0
2006-06-21,195.73,202.2,195.07,201.27,8745047.0,GOOGL,0
2006-06-22,200.99,203.2,194.19,200.17,6008179.0,GOOGL,0
2006-06-23,201.58,205.08,200.57,202.63,5314766.0,GOOGL,0
2006-06-24,202.24666666666667,204.83666666666667,200.99,202.52333333333334,5673399.931964989,,1
2006-06-25,202.91333333333336,204.59333333333333,201.41,202.41666666666666,5328969.925518813,,1
2006-06-26,203.58,204.35,201.83,202.31,3551178.0,GOOGL,0
2006-06-27,203.06,204.2,200.71,201.36,4107079.0,GOOGL,0
2006-06-28,202.21,203.44,200.77,203.26,3712699.0,GOOGL,0
2006-06-29,204.2,209.31,203.11,209.11,6662215.0,GOOGL,0
2006-06-30,208.01,209.87,206.37,209.87,6298846.0,GOOGL,0
2006-07-01,208.75,210.61333333333334,207.55666666666667,210.51666666666668,6060793.6894518845,,1
2006-07-02,209.48999999999998,211.35666666666665,208.74333333333334,211.16333333333333,5160655.36324919,,1
2006-07-03,210.23,212.1,209.93,211.81,2156782.0,GOOGL,0
2006-07-04,210.6,211.85500000000002,208.98000000000002,211.375,1796697.9284430235,,0
2006-07-05,210.97,211.61,208.03,210.94,4986307.0,GOOGL,0
2006-07-06,211.9,212.9,211.2,211.81,3687577.0,GOOGL,0
2006-07-07,213.24,214.16,208.15,210.44,6042310.0,GOOGL,0
2006-07-08,212.80333333333334,213.71666666666667,208.23333333333335,210.06333333333333,4999761.457506696,,1
2006-07-09,212.36666666666667,213.27333333333334,208.31666666666666,209.68666666666667,4293413.776138109,,1
2006-07-10,211.93,212.83,208.4,209.31,4438867.0,GOOGL,0
2006-07-11,209.46,212.74,206.72,212.49,5972817.0,GOOGL,0
2006-07-12,211.26,211.58,208.57,208.83,4906618.0,GOOGL,0
2006-07-13,207.21,209.38,203.62,204.62,6924475.0,GOOGL,0
2006-07-14,205.37,205.95,199.5,201.95,7552072.0,GOOGL,0
2006-07-15,204.42000000000002,205.86666666666665,200.35333333333332,202.68333333333334,6126557.190300689,,1
2006-07-16,203.47,205.78333333333333,201.20666666666668,203.41666666666666,5425898.33856268,,1
2006-07-17,202.52,205.7,202.06,204.15,5813229.0,GOOGL,0
2006-07-18,205.08,205.49,199.07,201.73,8631609.0,GOOGL,0
2006-07-19,197.7,200.77,197.53,199.7,8523151.0,GOOGL,0
2006-07-20,202.34,202.42,193.02,193.75,12631703.0,GOOGL,0
2006-07-21,193.26,196.07,189.03,195.25,11767919.0,GOOGL,0
2006-07-22,194.37666666666667,196.42666666666665,189.62,195.38333333333333,9513872.760583796,,1
2006-07-23,195.49333333333334,196.78333333333333,190.21,195.51666666666668,8526961.7655605,,1
2006-07-24,196.61,197.14,190.8,195.65,8087709.0,GOOGL,0
2006-07-25,192.7,195.85,192.09,194.87,5761388.0,GOOGL,0
2006-07-26,194.29,196.15,191.69,192.94,5532668.0,GOOGL,0
2006-07-27,193.88,193.94,189.16,191.39,5641105.0,GOOGL,0
2006-07-28,191.19,194.97,191.06,194.25,4084395.0,GOOGL,0
2006-07-29,192.19,194.90666666666667,191.32333333333332,193.99666666666667,5056310.574386226,,1
2006-07-30,193.19,194.84333333333333,191.58666666666667,193.74333333333334,4883367.367455429,,1
2006-07-31,194.19,194.78,191.85,193.49,4598575.0,GOOGL,0
2006-08-01,192.75,193.08,187.94,187.94,5466822.0,GOOGL,0
2006-08-02,187.99,188.77,182.78,183.8,7098826.0,GOOGL,0
2006-08-03,182.67,189.14,181.86,187.88,6329923.0,GOOGL,0
2006-08-04,189.97,190.53,186.06,187.11,5095481.0,GOOGL,0
2006-08-05,188.62666666666667,190.37,185.96,187.79333333333335,5521401.013389999,,1
2006-08-06,187.28333333333333,190.21,185.85999999999999,188.47666666666666,5103573.621229596,,1
2006-08-07,185.94,190.05,185.76,189.16,3999670.0,GOOGL,0
2006-08-08,191.6,192.44,189.73,190.69,5744843.0,GOOGL,0
2006-08-09,192.08,192.53,188.37,188.66,4311433.0,GOOGL,0
2006-08-10,187.13,189.02,186.42,187.29,4264885.0,GOOGL,0
2006-08-11,187.39,187.83,184.18,184.43,3768869.0,GOOGL,0
2006-08-12,186.90666666666667,187.80333333333334,184.29333333333335,184.58666666666667,3955816.996511109,,1
2006-08-13,186.42333333333332,187.77666666666667,184.40666666666667,184.74333333333334,4184238.18580416,,1
2006-08-14,185.94,187.75,184.52,184.9,4968614.0,GOOGL,0
2006-08-15,187.24,191.03,186.49,190.68,6699844.0,GOOGL,0
2006-08-16,191.93,194.42,191.25,194.05,5853626.0,GOOGL,0
2006-08-17,193.39,195.19,192.15,193.09,5080326.0,GOOGL,0
2006-08-18,193.35,193.74,190.57,191.87,4952934.0,GOOGL,0
2006-08-19,191.98,192.39000000000001,189.64666666666668,190.86,4800812.909294109,,1
2006-08-20,190.61,191.04,188.72333333333333,189.85,4615387.843531413,,1
2006-08-21,189.24,189.69,187.8,188.84,4120021.0,GOOGL,0
2006-08-22,189.06,189.82,187.61,189.33,4164286.0,GOOGL,0
2006-08-23,189.01,189.32,186.52,186.9,3644331.0,GOOGL,0
2006-08-24,187.41,188.39,186.32,187.05,3484226.0,GOOGL,0
2006-08-25,186.73,187.85,186.44,186.82,2467697.0,GOOGL,0
2006-08-26,187.15,188.79,186.85666666666665,188.10333333333332,3162372.158516883,,1
2006-08-27,187.57,189.73,187.27333333333334,189.38666666666666,3566642.5167506384,,1
2006-08-28,187.99,190.67,187.69,190.67,4165511.0,GOOGL,0
2006-08-29,190.58,191.35,188.79,189.66,4465569.0,GOOGL,0
2006-08-30,189.79,192.52,189.44,190.57,4043381.0,GOOGL,0
2006-08-31,190.94,191.27,189.29,189.45,2967829.0,GOOGL,0
2006-09-01,190.69,190.83,188.78,189.49,2674099.0,GOOGL,0
2006-09-02,190.5475,191.345,188.8125,190.21,3170624.4543164917,,1
2006-09-03,190.405,191.86,188.845,190.93,3451369.253965622,,1
2006-09-04,190.2625,192.375,188.8775,191.65,3732794.4294918464,,0
2006-09-05,190.12,192.89,188.91,192.37,4075696.0,GOOGL,0
2006-09-06,191.24,191.79,190.02,190.26,3727247.0,GOOGL,0
2006-09-07,189.88,191.07,188.89,189.43,3842020.0,GOOGL,0
2006-09-08,188.55,190.59,188.55,189.11,3083687.0,GOOGL,0
2006-09-09,188.80666666666667,191.24,188.72333333333333,190.15333333333334,3367341.16930612,,1
2006-09-10,189.06333333333333,191.89,188.89666666666668,191.1966666666667,3842079.109142843,,1
2006-09-11,189.32,192.54,189.07,192.24,4529209.0,GOOGL,0
2006-09-12,192.69,196.56,192.63,196.15,5467584.0,GOOGL,0
2006-09-13,197.77,203.58,197.75,203.49,9770012.0,GOOGL,0
2006-09-14,202.35,203.34,201.17,202.19,5367264.0,GOOGL,0
2006-09-15,203.94,205.23,203.57,205.14,7841361.0,GOOGL,0
2006-09-16,204.35999999999999,206.67,204.02666666666667,205.94333333333333,6604935.573949132,,1
2006-09-17,204.78,208.11,204.48333333333332,206.74666666666667,6555713.327956319,,1
2006-09-18,205.2,209.55,204.94,207.55,7112081.0,GOOGL,0
2006-09-19,207.94,207.95,196.57,202.11,14296993.0,GOOGL,0
2006-09-20,203.75,203.9,197.51,198.7,9154036.0,GOOGL,0
2006-09-21,200.35,204.43,200.13,203.63,10696761.0,GOOGL,0
2006-09-22,202.69,203.93,200.88,202.09,4649781.0,GOOGL,0
2006-09-23,202.79,204.26333333333335,201.07,202.12333333333333,4992098.917275213,,1
2006-09-24,202.89000000000001,204.59666666666666,201.26,202.15666666666667,5329222.510623643,,1
2006-09-25,202.99,204.93,201.45,202.19,5741665.0,GOOGL,0
2006-09-26,202.95,204.04,201.09,203.64,5294954.0,GOOGL,0
2006-09-27,203.35,205.82,201.39,201.66,5977574.0,GOOGL,0
2006-09-28,202.24,203.69,200.47,201.99,5112270.0,GOOGL,0
2006-09-29,202.76,203.01,200.91,201.15,3314271.0,GOOGL,0
2006-09-30,202.22333333333333,203.07333333333332,200.80666666666667,201.07333333333332,4364045.8621344315,,1
2006-10-01,201.68666666666667,203.13666666666666,200.70333333333332,200.99666666666667,4460071.608766437,,1
2006-10-02,201.15,203.2,200.6,200.92,3652860.0,GOOGL,0
2006-10-03,200.85,203.43,199.29,202.22,5467091.0,GOOGL,0
2006-10-04,202.69,208.09,201.73,208.06,6665603.0,GOOGL,0
2006-10-05,207.56,209.33,205.64,206.11,5791267.0,GOOGL,0
2006-10-06,205.32,211.17,205.08,210.46,7339021.0,GOOGL,0
2006-10-07,207.75,212.84333333333333,207.36,211.87666666666667,6483748.92464595,,1
2006-10-08,210.18,214.51666666666665,209.64,213.29333333333335,6579136.091365362,,1
2006-10-09,212.61,216.19,211.92,214.71,7606719.0,GOOGL,0
2006-10-10,216.0,219.14,211.41,213.54,9791240.0,GOOGL,0
2006-10-11,212.72,215.17,212.09,213.46,5636120.0,GOOGL,0
2006-10-12,214.49,215.05,212.21,213.93,4848073.0,GOOGL,0
2006-10-13,214.09,214.96,212.99,213.86,3622924.0,GOOGL,0
2006-10-14,214.08,214.91,212.28666666666666,212.93666666666667,4294391.669041891,,1
2006-10-15,214.07,214.86,211.58333333333334,212.01333333333335,4492061.786380891,,1
2006-10-16,214.06,214.81,210.88,211.09,4319941.0,GOOGL,0
2006-10-17,210.36,212.09,208.56,210.53,5225527.0,GOOGL,0
2006-10-18,211.71,212.59,208.96,209.86,6018380.0,GOOGL,0
2006-10-19,210.33,227.68,209.99,213.24,11819967.0,GOOGL,0
2006-10-20,229.72,230.28,227.02,230.06,11651830.0,GOOGL,0
2006-10-21,230.27,234.37333333333333,228.15333333333334,233.58333333333334,9721612.038619481,,1
2006-10-22,230.82,238.46666666666667,229.28666666666666,237.10666666666665,10550974.112189768,,1
2006-10-23,231.37,242.56,230.42,240.63,15113954.0,GOOGL,0
2006-10-24,238.38,239.17,235.94,236.89,8691915.0,GOOGL,0
2006-10-25,238.98,244.49,237.79,243.54,9193703.0,GOOGL,0
2006-10-26,244.08,246.23,242.34,242.79,7041034.0,GOOGL,0
2006-10-27,242.19,242.86,236.48,237.84,6605323.0,GOOGL,0
2006-10-28,240.67666666666668,242.06333333333333,236.06666666666666,238.06666666666666,7658721.828734635,,1
2006-10-29,239.16333333333333,241.26666666666668,235.65333333333334,238.29333333333335,7876866.55798586,,1
2006-10-30,237.65,240.47,235.24,238.52,6564929.0,GOOGL,0
2006-10-31,239.27,241.32,237.16,238.43,6290913.0,GOOGL,0
2006-11-01,239.62,239.8,232.86,233.98,5432936.0,GOOGL,0
2006-11-02,233.98,237.1,233.42,235.19,5237726.0,GOOGL,0
2006-11-03,236.35,237.11,232.76,236.13,4909128.0,GOOGL,0
2006-11-04,236.60666666666665,238.09666666666666,233.97333333333333,236.99,6897995.935488289,,1
2006-11-05,236.86333333333334,239.08333333333334,235.18666666666667,237.85,7104293.910667862,,1
2006-11-06,237.12,240.07,236.4,238.71,4994005.0,GOOGL,0
2006-11-07,238.72,239.75,236.12,236.52,4899975.0,GOOGL,0
2006-11-08,235.41,241.11,234.53,237.74,7967989.0,GOOGL,0
2006-11-09,238.49,239.98,236.17,236.55,4881874.0,GOOGL,0
2006-11-10,237.13,237.6,235.38,237.01,2798140.0,GOOGL,0
2006-11-11,237.31666666666666,238.67666666666668,236.02333333333334,238.26,3791104.774742729,,1
2006-11-12,237.50333333333333,239.75333333333333,236.66666666666666,239.51,4152350.7517131297,,1
2006-11-13,237.69,240.83,237.31,240.76,4346003.0,GOOGL,0
2006-11-14,240.59,245.22,240.49,244.89,7227386.0,GOOGL,0
2006-11-15,246.96,250.17,246.21,246.21,8375966.0,GOOGL,0
2006-11-16,247.75,249.09,246.53,248.2,5095517.0,GOOGL,0
2006-11-17,246.87,250.08,246.75,249.64,5523304.0,GOOGL,0
2006-11-18,247.73,249.87,246.69,249.01666666666665,5243518.777464695,,1
2006-11-19,248.59,249.66,246.63,248.39333333333335,5232029.577686676,,1
2006-11-20,249.45,249.45,246.57,247.77,5125836.0,GOOGL,0
2006-11-21,248.52,255.25,248.16,255.08,8437379.0,GOOGL,0
2006-11-22,255.74,256.76,253.14,254.26,4502581.0,GOOGL,0
2006-11-23,254.12,255.38,252.72,253.53,2512112.458778517,,0
2006-11-24,252.5,254.0,252.3,252.8,1734759.0,GOOGL,0
2006-11-25,251.98,253.04666666666665,249.07333333333335,249.40666666666667,2742381.0078486153,,1
2006-11-26,251.46,252.09333333333333,245.84666666666666,246.01333333333335,4058799.5663296008,,1
2006-11-27,250.94,251.14,242.62,242.62,7328930.0,GOOGL,0
2006-11-28,240.81,245.17,238.75,244.99,7805521.0,GOOGL,0
2006-11-29,247.37,247.62,241.37,242.57,6316158.0,GOOGL,0
2006-11-30,242.34,245.45,241.02,242.65,5578592.0,GOOGL,0
2006-12-01,243.23,244.44,239.49,240.64,5632131.0,GOOGL,0
2006-12-02,242.73333333333332,244.28,239.63,241.31666666666666,5827192.792436568,,1
2006-12-03,242.23666666666668,244.12,239.77,241.9933333333333,5949260.632306526,,1
2006-12-04,241.74,243.96,239.91,242.67,4908948.0,GOOGL,0
2006-12-05,243.94,244.96,242.69,243.74,4104051.0,GOOGL,0
2006-12-06,243.72,246.45,242.5,244.6,4452242.0,GOOGL,0
2006-12-07,245.36,246.15,241.45,241.56,4664925.0,GOOGL,0
2006-12-08,241.21,244.54,240.24,242.3,3976769.0,GOOGL,0
2006-12-09,241.70666666666668,244.59,240.87333333333333,242.27,4687204.098058835,,1
2006-12-10,242.20333333333332,244.64,241.50666666666666,242.24,4795122.55411427,,1
2006-12-11,242.7,244.69,242.14,242.21,3265994.0,GOOGL,0
2006-12-12,242.17,243.42,240.38,241.13,4213915.0,GOOGL,0
2006-12-13,242.59,242.99,238.75,239.73,4664176.0,GOOGL,0
2006-12-14,240.37,242.12,238.87,241.3,4759376.0,GOOGL,0
2006-12-15,241.56,242.3,240.16,240.39,5249098.0,GOOGL,0
2006-12-16,241.53666666666666,242.07000000000002,236.97,237.47,4864708.905431988,,1
2006-12-17,241.51333333333335,241.84,233.78,234.54999999999998,5398061.036296192,,1
2006-12-18,241.49,241.61,230.59,231.63,8019415.0,GOOGL,0
2006-12-19,231.09,234.89,229.48,234.55,6590738.0,GOOGL,0
2006-12-20,235.23,235.99,231.4,231.68,4382715.0,GOOGL,0
2006-12-21,232.32,232.86,226.4,228.33,6964912.0,GOOGL,0
2006-12-22,228.98,229.55,226.59,228.02,3989025.0,GOOGL,0
2006-12-23,228.8575,229.6525,226.8225,228.26250000000002,4524536.984987849,,1
2006-12-24,228.735,229.755,227.055,228.505,4341222.004013808,,1
